項目,世帯区分,年間収入五分位,時期,値,単位
黒字,勤労者世帯,年収五分位5,2012000103,108650,円
黒字,勤労者世帯,年収五分位5,2012000406,209310,円
黒字,勤労者世帯,年収五分位5,2012000709,163196,円
黒字,勤労者世帯,年収五分位5,2012001012,334428,円
黒字,勤労者世帯,年収五分位5,2013000103,93933,円
黒字,勤労者世帯,年収五分位5,2013000406,226189,円
黒字,勤労者世帯,年収五分位5,2013000709,146883,円
黒字,勤労者世帯,年収五分位5,2013001012,302559,円
黒字,勤労者世帯,年収五分位5,2014000103,65115,円
黒字,勤労者世帯,年収五分位5,2014000406,221648,円
黒字,勤労者世帯,年収五分位5,2014000709,157252,円
黒字,勤労者世帯,年収五分位5,2014001012,358923,円
黒字,勤労者世帯,年収五分位5,2015000103,122424,円
黒字,勤労者世帯,年収五分位5,2015000406,231729,円
黒字,勤労者世帯,年収五分位5,2015000709,172233,円
黒字,勤労者世帯,年収五分位5,2015001012,332448,円
黒字,勤労者世帯,年収五分位5,2016000103,119367,円
黒字,勤労者世帯,年収五分位5,2016000406,242911,円
黒字,勤労者世帯,年収五分位5,2016000709,177381,円
黒字,勤労者世帯,年収五分位5,2016001012,333695,円
黒字,勤労者世帯,年収五分位5,2017000103,100106,円
黒字,勤労者世帯,年収五分位5,2017000406,185300,円
黒字,勤労者世帯,年収五分位5,2017000709,202621,円
黒字,勤労者世帯,年収五分位5,2017001012,341819,円
黒字,勤労者世帯,年収五分位5,2018000103,130624,円
黒字,勤労者世帯,年収五分位5,2018000406,267742,円
黒字,勤労者世帯,年収五分位5,2018000709,208245,円
黒字,勤労者世帯,年収五分位5,2018001012,409907,円
黒字,勤労者世帯,年収五分位5,2019000103,142569,円
黒字,勤労者世帯,年収五分位5,2019000406,305551,円
黒字,勤労者世帯,年収五分位5,2019000709,178547,円
黒字,勤労者世帯,年収五分位5,2019001012,427728,円
黒字,勤労者世帯,年収五分位5,2020000103,169123,円
黒字,勤労者世帯,年収五分位5,2020000406,415004,円
黒字,勤労者世帯,年収五分位5,2020000709,272763,円
黒字,勤労者世帯,年収五分位5,2020001012,449021,円
黒字,勤労者世帯,年収五分位5,2021000103,190983,円
黒字,勤労者世帯,年収五分位5,2021000406,354071,円
黒字,勤労者世帯,年収五分位5,2021000709,263928,円
黒字,勤労者世帯,年収五分位5,2021001012,438762,円
黒字,勤労者世帯,年収五分位5,2022000103,169434,円
黒字,勤労者世帯,年収五分位5,2022000406,322291,円
黒字,勤労者世帯,年収五分位5,2022000709,237160,円
黒字,勤労者世帯,年収五分位5,2022001012,498947,円
黒字,勤労者世帯,年収五分位5,2023000103,185836,円
黒字,勤労者世帯,年収五分位5,2023000406,351444,円
黒字,勤労者世帯,年収五分位5,2023000709,241913,円
黒字,勤労者世帯,年収五分位5,2023001012,473001,円
黒字,勤労者世帯,年収五分位5,2024000103,185807,円
黒字,勤労者世帯,年収五分位5,2024000406,405127,円
黒字,勤労者世帯,年収五分位5,2024000709,275080,円
黒字,勤労者世帯,年収五分位5,2024001012,487003,円
黒字,勤労者世帯,年収五分位5,2025000103,173493,円
黒字,勤労者世帯,年収五分位5,2025000406,354230,円
黒字,勤労者世帯,年収五分位5,2025000709,256159,円
黒字,勤労者世帯,年収五分位5,2025001012,466002,円
黒字,勤労者世帯,年収五分位5,2026000103,204127,円
平均消費性向,勤労者世帯,年収五分位1,2000000103,92.3,％
平均消費性向,勤労者世帯,年収五分位1,2000000406,76.3,％
平均消費性向,勤労者世帯,年収五分位1,2000000709,84.1,％
平均消費性向,勤労者世帯,年収五分位1,2000001012,71.8,％
平均消費性向,勤労者世帯,年収五分位1,2001000103,87.5,％
平均消費性向,勤労者世帯,年収五分位1,2001000406,71.6,％
平均消費性向,勤労者世帯,年収五分位1,2001000709,82.5,％
平均消費性向,勤労者世帯,年収五分位1,2001001012,74.4,％
平均消費性向,勤労者世帯,年収五分位1,2002000103,87.7,％
平均消費性向,勤労者世帯,年収五分位1,2002000406,80.7,％
平均消費性向,勤労者世帯,年収五分位1,2002000709,82.6,％
平均消費性向,勤労者世帯,年収五分位1,2002001012,74.3,％
平均消費性向,勤労者世帯,年収五分位1,2003000103,92.6,％
平均消費性向,勤労者世帯,年収五分位1,2003000406,76.8,％
平均消費性向,勤労者世帯,年収五分位1,2003000709,81.1,％
平均消費性向,勤労者世帯,年収五分位1,2003001012,75.1,％
平均消費性向,勤労者世帯,年収五分位1,2004000103,89.8,％
平均消費性向,勤労者世帯,年収五分位1,2004000406,80.5,％
平均消費性向,勤労者世帯,年収五分位1,2004000709,88.3,％
平均消費性向,勤労者世帯,年収五分位1,2004001012,74.2,％
平均消費性向,勤労者世帯,年収五分位1,2005000103,86.6,％
平均消費性向,勤労者世帯,年収五分位1,2005000406,80.6,％
平均消費性向,勤労者世帯,年収五分位1,2005000709,86.4,％
平均消費性向,勤労者世帯,年収五分位1,2005001012,76.2,％
平均消費性向,勤労者世帯,年収五分位1,2006000103,89.7,％
平均消費性向,勤労者世帯,年収五分位1,2006000406,80.0,％
平均消費性向,勤労者世帯,年収五分位1,2006000709,80.9,％
平均消費性向,勤労者世帯,年収五分位1,2006001012,72.6,％
平均消費性向,勤労者世帯,年収五分位1,2007000103,87.6,％
平均消費性向,勤労者世帯,年収五分位1,2007000406,78.4,％
平均消費性向,勤労者世帯,年収五分位1,2007000709,85.5,％
平均消費性向,勤労者世帯,年収五分位1,2007001012,76.0,％
平均消費性向,勤労者世帯,年収五分位1,2008000103,95.6,％
平均消費性向,勤労者世帯,年収五分位1,2008000406,80.3,％
平均消費性向,勤労者世帯,年収五分位1,2008000709,81.2,％
平均消費性向,勤労者世帯,年収五分位1,2008001012,75.4,％
平均消費性向,勤労者世帯,年収五分位1,2009000103,88.0,％
平均消費性向,勤労者世帯,年収五分位1,2009000406,76.9,％
平均消費性向,勤労者世帯,年収五分位1,2009000709,78.6,％
平均消費性向,勤労者世帯,年収五分位1,2009001012,69.5,％
平均消費性向,勤労者世帯,年収五分位1,2010000103,84.8,％
平均消費性向,勤労者世帯,年収五分位1,2010000406,78.4,％
平均消費性向,勤労者世帯,年収五分位1,2010000709,82.3,％
平均消費性向,勤労者世帯,年収五分位1,2010001012,69.1,％
平均消費性向,勤労者世帯,年収五分位1,2011000103,87.0,％
平均消費性向,勤労者世帯,年収五分位1,2011000406,76.0,％
平均消費性向,勤労者世帯,年収五分位1,2011000709,84.5,％
平均消費性向,勤労者世帯,年収五分位1,2011001012,75.5,％
平均消費性向,勤労者世帯,年収五分位1,2012000103,88.1,％
平均消費性向,勤労者世帯,年収五分位1,2012000406,77.9,％
平均消費性向,勤労者世帯,年収五分位1,2012000709,85.6,％
平均消費性向,勤労者世帯,年収五分位1,2012001012,68.4,％
平均消費性向,勤労者世帯,年収五分位1,2013000103,84.1,％
平均消費性向,勤労者世帯,年収五分位1,2013000406,76.0,％
平均消費性向,勤労者世帯,年収五分位1,2013000709,82.8,％
平均消費性向,勤労者世帯,年収五分位1,2013001012,70.0,％
平均消費性向,勤労者世帯,年収五分位1,2014000103,85.1,％
平均消費性向,勤労者世帯,年収五分位1,2014000406,76.8,％
平均消費性向,勤労者世帯,年収五分位1,2014000709,86.4,％
平均消費性向,勤労者世帯,年収五分位1,2014001012,75.0,％
平均消費性向,勤労者世帯,年収五分位1,2015000103,93.8,％
平均消費性向,勤労者世帯,年収五分位1,2015000406,79.3,％
平均消費性向,勤労者世帯,年収五分位1,2015000709,80.4,％
平均消費性向,勤労者世帯,年収五分位1,2015001012,68.0,％
平均消費性向,勤労者世帯,年収五分位1,2016000103,84.3,％
平均消費性向,勤労者世帯,年収五分位1,2016000406,79.7,％
平均消費性向,勤労者世帯,年収五分位1,2016000709,80.5,％
平均消費性向,勤労者世帯,年収五分位1,2016001012,71.5,％
平均消費性向,勤労者世帯,年収五分位1,2017000103,84.4,％
平均消費性向,勤労者世帯,年収五分位1,2017000406,76.3,％
平均消費性向,勤労者世帯,年収五分位1,2017000709,76.4,％
平均消費性向,勤労者世帯,年収五分位1,2017001012,72.6,％
平均消費性向,勤労者世帯,年収五分位1,2018000103,85.9,％
平均消費性向,勤労者世帯,年収五分位1,2018000406,74.1,％
平均消費性向,勤労者世帯,年収五分位1,2018000709,86.3,％
平均消費性向,勤労者世帯,年収五分位1,2018001012,66.7,％
平均消費性向,勤労者世帯,年収五分位1,2019000103,84.8,％
平均消費性向,勤労者世帯,年収五分位1,2019000406,72.4,％
平均消費性向,勤労者世帯,年収五分位1,2019000709,80.7,％
平均消費性向,勤労者世帯,年収五分位1,2019001012,66.1,％
平均消費性向,勤労者世帯,年収五分位1,2020000103,78.7,％
平均消費性向,勤労者世帯,年収五分位1,2020000406,65.9,％
平均消費性向,勤労者世帯,年収五分位1,2020000709,72.6,％
平均消費性向,勤労者世帯,年収五分位1,2020001012,63.7,％
平均消費性向,勤労者世帯,年収五分位1,2021000103,83.5,％
平均消費性向,勤労者世帯,年収五分位1,2021000406,71.7,％
平均消費性向,勤労者世帯,年収五分位1,2021000709,73.7,％
平均消費性向,勤労者世帯,年収五分位1,2021001012,65.6,％
平均消費性向,勤労者世帯,年収五分位1,2022000103,81.8,％
平均消費性向,勤労者世帯,年収五分位1,2022000406,68.1,％
平均消費性向,勤労者世帯,年収五分位1,2022000709,70.8,％
平均消費性向,勤労者世帯,年収五分位1,2022001012,63.5,％
平均消費性向,勤労者世帯,年収五分位1,2023000103,81.2,％
平均消費性向,勤労者世帯,年収五分位1,2023000406,66.3,％
平均消費性向,勤労者世帯,年収五分位1,2023000709,74.9,％
平均消費性向,勤労者世帯,年収五分位1,2023001012,63.5,％
平均消費性向,勤労者世帯,年収五分位1,2024000103,83.1,％
平均消費性向,勤労者世帯,年収五分位1,2024000406,62.7,％
平均消費性向,勤労者世帯,年収五分位1,2024000709,76.7,％
平均消費性向,勤労者世帯,年収五分位1,2024001012,58.0,％
平均消費性向,勤労者世帯,年収五分位1,2025000103,78.4,％
平均消費性向,勤労者世帯,年収五分位1,2025000406,67.6,％
平均消費性向,勤労者世帯,年収五分位1,2025000709,77.9,％
平均消費性向,勤労者世帯,年収五分位1,2025001012,58.8,％
平均消費性向,勤労者世帯,年収五分位1,2026000103,79.7,％
平均消費性向,勤労者世帯,年収五分位2,2000000103,83.8,％
平均消費性向,勤労者世帯,年収五分位2,2000000406,80.2,％
平均消費性向,勤労者世帯,年収五分位2,2000000709,79.8,％
平均消費性向,勤労者世帯,年収五分位2,2000001012,65.5,％
平均消費性向,勤労者世帯,年収五分位2,2001000103,83.9,％
平均消費性向,勤労者世帯,年収五分位2,2001000406,72.9,％
平均消費性向,勤労者世帯,年収五分位2,2001000709,79.2,％
平均消費性向,勤労者世帯,年収五分位2,2001001012,65.5,％
平均消費性向,勤労者世帯,年収五分位2,2002000103,85.4,％
平均消費性向,勤労者世帯,年収五分位2,2002000406,74.4,％
平均消費性向,勤労者世帯,年収五分位2,2002000709,79.2,％
平均消費性向,勤労者世帯,年収五分位2,2002001012,66.3,％
平均消費性向,勤労者世帯,年収五分位2,2003000103,85.5,％
平均消費性向,勤労者世帯,年収五分位2,2003000406,74.1,％
平均消費性向,勤労者世帯,年収五分位2,2003000709,77.2,％
平均消費性向,勤労者世帯,年収五分位2,2003001012,67.2,％
平均消費性向,勤労者世帯,年収五分位2,2004000103,84.9,％
平均消費性向,勤労者世帯,年収五分位2,2004000406,79.9,％
平均消費性向,勤労者世帯,年収五分位2,2004000709,76.7,％
平均消費性向,勤労者世帯,年収五分位2,2004001012,69.3,％
平均消費性向,勤労者世帯,年収五分位2,2005000103,83.2,％
平均消費性向,勤労者世帯,年収五分位2,2005000406,76.4,％
平均消費性向,勤労者世帯,年収五分位2,2005000709,81.7,％
平均消費性向,勤労者世帯,年収五分位2,2005001012,69.5,％
平均消費性向,勤労者世帯,年収五分位2,2006000103,81.3,％
平均消費性向,勤労者世帯,年収五分位2,2006000406,75.9,％
平均消費性向,勤労者世帯,年収五分位2,2006000709,75.1,％
平均消費性向,勤労者世帯,年収五分位2,2006001012,66.7,％
平均消費性向,勤労者世帯,年収五分位2,2007000103,81.0,％
平均消費性向,勤労者世帯,年収五分位2,2007000406,72.9,％
平均消費性向,勤労者世帯,年収五分位2,2007000709,78.2,％
平均消費性向,勤労者世帯,年収五分位2,2007001012,70.8,％
平均消費性向,勤労者世帯,年収五分位2,2008000103,85.0,％
平均消費性向,勤労者世帯,年収五分位2,2008000406,75.7,％
平均消費性向,勤労者世帯,年収五分位2,2008000709,80.4,％
平均消費性向,勤労者世帯,年収五分位2,2008001012,68.7,％
平均消費性向,勤労者世帯,年収五分位2,2009000103,88.8,％
平均消費性向,勤労者世帯,年収五分位2,2009000406,76.6,％
平均消費性向,勤労者世帯,年収五分位2,2009000709,79.8,％
平均消費性向,勤労者世帯,年収五分位2,2009001012,74.6,％
平均消費性向,勤労者世帯,年収五分位2,2010000103,83.8,％
平均消費性向,勤労者世帯,年収五分位2,2010000406,71.5,％
平均消費性向,勤労者世帯,年収五分位2,2010000709,78.8,％
平均消費性向,勤労者世帯,年収五分位2,2010001012,66.1,％
平均消費性向,勤労者世帯,年収五分位2,2011000103,83.4,％
平均消費性向,勤労者世帯,年収五分位2,2011000406,74.3,％
平均消費性向,勤労者世帯,年収五分位2,2011000709,77.1,％
平均消費性向,勤労者世帯,年収五分位2,2011001012,71.9,％
平均消費性向,勤労者世帯,年収五分位2,2012000103,83.4,％
平均消費性向,勤労者世帯,年収五分位2,2012000406,68.8,％
平均消費性向,勤労者世帯,年収五分位2,2012000709,80.8,％
平均消費性向,勤労者世帯,年収五分位2,2012001012,69.7,％
平均消費性向,勤労者世帯,年収五分位2,2013000103,89.7,％
平均消費性向,勤労者世帯,年収五分位2,2013000406,79.7,％
平均消費性向,勤労者世帯,年収五分位2,2013000709,81.5,％
平均消費性向,勤労者世帯,年収五分位2,2013001012,68.7,％
平均消費性向,勤労者世帯,年収五分位2,2014000103,91.7,％
平均消費性向,勤労者世帯,年収五分位2,2014000406,73.9,％
平均消費性向,勤労者世帯,年収五分位2,2014000709,79.0,％
