項目,年間収入階級,時期,値,単位
貯蓄,700～750万円,2020000103,1642,万円
貯蓄,700～750万円,2020000406,1499,万円
貯蓄,700～750万円,2020000709,1659,万円
貯蓄,700～750万円,2020001012,1850,万円
貯蓄,700～750万円,2021000103,1781,万円
貯蓄,700～750万円,2021000406,1544,万円
貯蓄,700～750万円,2021000709,1556,万円
貯蓄,700～750万円,2021001012,1601,万円
貯蓄,700～750万円,2022000103,1612,万円
貯蓄,700～750万円,2022000406,1554,万円
貯蓄,700～750万円,2022000709,1554,万円
貯蓄,700～750万円,2022001012,1958,万円
貯蓄,700～750万円,2023000103,1971,万円
貯蓄,700～750万円,2023000406,1978,万円
貯蓄,700～750万円,2023000709,1726,万円
貯蓄,700～750万円,2023001012,1580,万円
貯蓄,700～750万円,2024000103,1587,万円
貯蓄,700～750万円,2024000406,1493,万円
貯蓄,700～750万円,2024000709,1428,万円
貯蓄,700～750万円,2024001012,1654,万円
貯蓄,700～750万円,2025000103,1772,万円
貯蓄,700～750万円,2025000406,1683,万円
貯蓄,700～750万円,2025000709,1961,万円
貯蓄,700～750万円,2025001012,2151,万円
貯蓄,750～800万円,2002000103,1901,万円
貯蓄,750～800万円,2002000406,1609,万円
貯蓄,750～800万円,2002000709,1594,万円
貯蓄,750～800万円,2002001012,1514,万円
貯蓄,750～800万円,2003000103,1443,万円
貯蓄,750～800万円,2003000406,1772,万円
貯蓄,750～800万円,2003000709,1982,万円
貯蓄,750～800万円,2003001012,1821,万円
貯蓄,750～800万円,2004000103,1560,万円
貯蓄,750～800万円,2004000406,1620,万円
貯蓄,750～800万円,2004000709,1693,万円
貯蓄,750～800万円,2004001012,1719,万円
貯蓄,750～800万円,2005000103,1819,万円
貯蓄,750～800万円,2005000406,1760,万円
貯蓄,750～800万円,2005000709,1634,万円
貯蓄,750～800万円,2005001012,1681,万円
貯蓄,750～800万円,2006000103,1647,万円
貯蓄,750～800万円,2006000406,1700,万円
貯蓄,750～800万円,2006000709,1719,万円
貯蓄,750～800万円,2006001012,1723,万円
貯蓄,750～800万円,2007000103,1854,万円
貯蓄,750～800万円,2007000406,1630,万円
貯蓄,750～800万円,2007000709,1628,万円
貯蓄,750～800万円,2007001012,1932,万円
貯蓄,750～800万円,2008000103,1755,万円
貯蓄,750～800万円,2008000406,1842,万円
貯蓄,750～800万円,2008000709,1831,万円
貯蓄,750～800万円,2008001012,1782,万円
貯蓄,750～800万円,2009000103,1851,万円
貯蓄,750～800万円,2009000406,1685,万円
貯蓄,750～800万円,2009000709,1677,万円
貯蓄,750～800万円,2009001012,1675,万円
貯蓄,750～800万円,2010000103,1514,万円
貯蓄,750～800万円,2010000406,1606,万円
貯蓄,750～800万円,2010000709,1606,万円
貯蓄,750～800万円,2010001012,1556,万円
貯蓄,750～800万円,2011000103,1541,万円
貯蓄,750～800万円,2011000406,1573,万円
貯蓄,750～800万円,2011000709,1622,万円
貯蓄,750～800万円,2011001012,1525,万円
貯蓄,750～800万円,2012000103,1597,万円
貯蓄,750～800万円,2012000406,1662,万円
貯蓄,750～800万円,2012000709,1683,万円
貯蓄,750～800万円,2012001012,1762,万円
貯蓄,750～800万円,2013000103,1728,万円
貯蓄,750～800万円,2013000406,1828,万円
貯蓄,750～800万円,2013000709,1723,万円
貯蓄,750～800万円,2013001012,1665,万円
貯蓄,750～800万円,2014000103,1730,万円
貯蓄,750～800万円,2014000406,1811,万円
貯蓄,750～800万円,2014000709,1886,万円
貯蓄,750～800万円,2014001012,1650,万円
貯蓄,750～800万円,2015000103,1480,万円
貯蓄,750～800万円,2015000406,1720,万円
貯蓄,750～800万円,2015000709,1841,万円
貯蓄,750～800万円,2015001012,2136,万円
貯蓄,750～800万円,2016000103,2144,万円
貯蓄,750～800万円,2016000406,1928,万円
貯蓄,750～800万円,2016000709,1686,万円
貯蓄,750～800万円,2016001012,1617,万円
貯蓄,750～800万円,2017000103,1889,万円
貯蓄,750～800万円,2017000406,1934,万円
貯蓄,750～800万円,2017000709,1734,万円
貯蓄,750～800万円,2017001012,1740,万円
貯蓄,750～800万円,2018000103,1651,万円
貯蓄,750～800万円,2018000406,1376,万円
貯蓄,750～800万円,2018000709,1353,万円
貯蓄,750～800万円,2018001012,1769,万円
貯蓄,750～800万円,2019000103,1615,万円
貯蓄,750～800万円,2019000406,1584,万円
貯蓄,750～800万円,2019000709,1781,万円
貯蓄,750～800万円,2019001012,1701,万円
貯蓄,750～800万円,2020000103,1635,万円
貯蓄,750～800万円,2020000406,1789,万円
貯蓄,750～800万円,2020000709,1725,万円
貯蓄,750～800万円,2020001012,1893,万円
貯蓄,750～800万円,2021000103,1942,万円
貯蓄,750～800万円,2021000406,1614,万円
貯蓄,750～800万円,2021000709,1641,万円
貯蓄,750～800万円,2021001012,1543,万円
貯蓄,750～800万円,2022000103,1458,万円
貯蓄,750～800万円,2022000406,1892,万円
貯蓄,750～800万円,2022000709,1936,万円
貯蓄,750～800万円,2022001012,1696,万円
貯蓄,750～800万円,2023000103,1647,万円
貯蓄,750～800万円,2023000406,1544,万円
貯蓄,750～800万円,2023000709,1734,万円
貯蓄,750～800万円,2023001012,1846,万円
貯蓄,750～800万円,2024000103,1837,万円
貯蓄,750～800万円,2024000406,1655,万円
貯蓄,750～800万円,2024000709,1674,万円
貯蓄,750～800万円,2024001012,1473,万円
貯蓄,750～800万円,2025000103,1559,万円
貯蓄,750～800万円,2025000406,1583,万円
貯蓄,750～800万円,2025000709,1620,万円
貯蓄,750～800万円,2025001012,1840,万円
貯蓄,800～900万円,2002000103,1810,万円
貯蓄,800～900万円,2002000406,1748,万円
貯蓄,800～900万円,2002000709,1739,万円
貯蓄,800～900万円,2002001012,1797,万円
貯蓄,800～900万円,2003000103,1819,万円
貯蓄,800～900万円,2003000406,2026,万円
貯蓄,800～900万円,2003000709,1912,万円
貯蓄,800～900万円,2003001012,1742,万円
貯蓄,800～900万円,2004000103,1651,万円
貯蓄,800～900万円,2004000406,1750,万円
貯蓄,800～900万円,2004000709,1843,万円
貯蓄,800～900万円,2004001012,1855,万円
貯蓄,800～900万円,2005000103,1739,万円
貯蓄,800～900万円,2005000406,1787,万円
貯蓄,800～900万円,2005000709,1777,万円
貯蓄,800～900万円,2005001012,1745,万円
貯蓄,800～900万円,2006000103,1793,万円
貯蓄,800～900万円,2006000406,1809,万円
貯蓄,800～900万円,2006000709,1908,万円
貯蓄,800～900万円,2006001012,1961,万円
貯蓄,800～900万円,2007000103,1923,万円
貯蓄,800～900万円,2007000406,1867,万円
貯蓄,800～900万円,2007000709,1592,万円
貯蓄,800～900万円,2007001012,1531,万円
貯蓄,800～900万円,2008000103,1570,万円
貯蓄,800～900万円,2008000406,1700,万円
貯蓄,800～900万円,2008000709,1848,万円
貯蓄,800～900万円,2008001012,1795,万円
貯蓄,800～900万円,2009000103,1744,万円
貯蓄,800～900万円,2009000406,1594,万円
貯蓄,800～900万円,2009000709,1632,万円
貯蓄,800～900万円,2009001012,1743,万円
貯蓄,800～900万円,2010000103,1967,万円
貯蓄,800～900万円,2010000406,1971,万円
貯蓄,800～900万円,2010000709,1684,万円
貯蓄,800～900万円,2010001012,1673,万円
貯蓄,800～900万円,2011000103,1727,万円
貯蓄,800～900万円,2011000406,1842,万円
貯蓄,800～900万円,2011000709,1991,万円
貯蓄,800～900万円,2011001012,1913,万円
貯蓄,800～900万円,2012000103,1720,万円
貯蓄,800～900万円,2012000406,1605,万円
貯蓄,800～900万円,2012000709,1611,万円
貯蓄,800～900万円,2012001012,1747,万円
貯蓄,800～900万円,2013000103,1743,万円
貯蓄,800～900万円,2013000406,1723,万円
貯蓄,800～900万円,2013000709,1724,万円
貯蓄,800～900万円,2013001012,1762,万円
貯蓄,800～900万円,2014000103,1653,万円
貯蓄,800～900万円,2014000406,1752,万円
貯蓄,800～900万円,2014000709,1811,万円
貯蓄,800～900万円,2014001012,1870,万円
貯蓄,800～900万円,2015000103,1805,万円
貯蓄,800～900万円,2015000406,1701,万円
貯蓄,800～900万円,2015000709,1928,万円
貯蓄,800～900万円,2015001012,1934,万円
貯蓄,800～900万円,2016000103,1689,万円
貯蓄,800～900万円,2016000406,1872,万円
貯蓄,800～900万円,2016000709,1919,万円
貯蓄,800～900万円,2016001012,1708,万円
貯蓄,800～900万円,2017000103,1785,万円
貯蓄,800～900万円,2017000406,1955,万円
貯蓄,800～900万円,2017000709,1755,万円
貯蓄,800～900万円,2017001012,1648,万円
貯蓄,800～900万円,2018000103,1798,万円
貯蓄,800～900万円,2018000406,1750,万円
貯蓄,800～900万円,2018000709,1442,万円
貯蓄,800～900万円,2018001012,1474,万円
貯蓄,800～900万円,2019000103,1723,万円
貯蓄,800～900万円,2019000406,1754,万円
貯蓄,800～900万円,2019000709,1674,万円
貯蓄,800～900万円,2019001012,1825,万円
貯蓄,800～900万円,2020000103,1630,万円
貯蓄,800～900万円,2020000406,1646,万円
貯蓄,800～900万円,2020000709,1760,万円
貯蓄,800～900万円,2020001012,1798,万円
貯蓄,800～900万円,2021000103,2001,万円
貯蓄,800～900万円,2021000406,2062,万円
貯蓄,800～900万円,2021000709,1823,万円
貯蓄,800～900万円,2021001012,1635,万円
貯蓄,800～900万円,2022000103,1707,万円
貯蓄,800～900万円,2022000406,1827,万円
貯蓄,800～900万円,2022000709,1880,万円
貯蓄,800～900万円,2022001012,1886,万円
貯蓄,800～900万円,2023000103,1874,万円
貯蓄,800～900万円,2023000406,1816,万円
貯蓄,800～900万円,2023000709,2169,万円
貯蓄,800～900万円,2023001012,2065,万円
貯蓄,800～900万円,2024000103,1851,万円
貯蓄,800～900万円,2024000406,1904,万円
貯蓄,800～900万円,2024000709,1758,万円
貯蓄,800～900万円,2024001012,1696,万円
貯蓄,800～900万円,2025000103,1931,万円
貯蓄,800～900万円,2025000406,1829,万円
貯蓄,800～900万円,2025000709,2218,万円
貯蓄,800～900万円,2025001012,2354,万円
貯蓄,900～1000万円,2002000103,1898,万円
貯蓄,900～1000万円,2002000406,1699,万円
貯蓄,900～1000万円,2002000709,1748,万円
貯蓄,900～1000万円,2002001012,1994,万円
貯蓄,900～1000万円,2003000103,1924,万円
貯蓄,900～1000万円,2003000406,1825,万円
貯蓄,900～1000万円,2003000709,1911,万円
貯蓄,900～1000万円,2003001012,1872,万円
貯蓄,900～1000万円,2004000103,1952,万円
貯蓄,900～1000万円,2004000406,2113,万円
貯蓄,900～1000万円,2004000709,2008,万円
貯蓄,900～1000万円,2004001012,1918,万円
貯蓄,900～1000万円,2005000103,1857,万円
貯蓄,900～1000万円,2005000406,1721,万円
貯蓄,900～1000万円,2005000709,1883,万円
貯蓄,900～1000万円,2005001012,2030,万円
貯蓄,900～1000万円,2006000103,2001,万円
貯蓄,900～1000万円,2006000406,2161,万円
貯蓄,900～1000万円,2006000709,2340,万円
貯蓄,900～1000万円,2006001012,2095,万円
貯蓄,900～1000万円,2007000103,1636,万円
貯蓄,900～1000万円,2007000406,1809,万円
貯蓄,900～1000万円,2007000709,1904,万円
貯蓄,900～1000万円,2007001012,1877,万円
貯蓄,900～1000万円,2008000103,1879,万円
貯蓄,900～1000万円,2008000406,1856,万円
貯蓄,900～1000万円,2008000709,1749,万円
貯蓄,900～1000万円,2008001012,1804,万円
貯蓄,900～1000万円,2009000103,1738,万円
貯蓄,900～1000万円,2009000406,1898,万円
貯蓄,900～1000万円,2009000709,1965,万円
貯蓄,900～1000万円,2009001012,1841,万円
貯蓄,900～1000万円,2010000103,1979,万円
貯蓄,900～1000万円,2010000406,1994,万円
貯蓄,900～1000万円,2010000709,1880,万円
貯蓄,900～1000万円,2010001012,2066,万円
貯蓄,900～1000万円,2011000103,1999,万円
貯蓄,900～1000万円,2011000406,1805,万円
貯蓄,900～1000万円,2011000709,1909,万円
貯蓄,900～1000万円,2011001012,1939,万円
貯蓄,900～1000万円,2012000103,1858,万円
貯蓄,900～1000万円,2012000406,1739,万円
貯蓄,900～1000万円,2012000709,1824,万円
貯蓄,900～1000万円,2012001012,1784,万円
貯蓄,900～1000万円,2013000103,1690,万円
貯蓄,900～1000万円,2013000406,1783,万円
貯蓄,900～1000万円,2013000709,1795,万円
貯蓄,900～1000万円,2013001012,2137,万円
貯蓄,900～1000万円,2014000103,2406,万円
貯蓄,900～1000万円,2014000406,2235,万円
貯蓄,900～1000万円,2014000709,2507,万円
貯蓄,900～1000万円,2014001012,2495,万円
貯蓄,900～1000万円,2015000103,2264,万円
貯蓄,900～1000万円,2015000406,2215,万円
貯蓄,900～1000万円,2015000709,2049,万円
貯蓄,900～1000万円,2015001012,1810,万円
貯蓄,900～1000万円,2016000103,1861,万円
貯蓄,900～1000万円,2016000406,1965,万円
貯蓄,900～1000万円,2016000709,2189,万円
貯蓄,900～1000万円,2016001012,2292,万円
貯蓄,900～1000万円,2017000103,2158,万円
貯蓄,900～1000万円,2017000406,2144,万円
貯蓄,900～1000万円,2017000709,2178,万円
貯蓄,900～1000万円,2017001012,2414,万円
貯蓄,900～1000万円,2018000103,2209,万円
貯蓄,900～1000万円,2018000406,2142,万円
貯蓄,900～1000万円,2018000709,1935,万円
貯蓄,900～1000万円,2018001012,1821,万円
貯蓄,900～1000万円,2019000103,1635,万円
貯蓄,900～1000万円,2019000406,1602,万円
貯蓄,900～1000万円,2019000709,2050,万円
貯蓄,900～1000万円,2019001012,2269,万円
貯蓄,900～1000万円,2020000103,2023,万円
貯蓄,900～1000万円,2020000406,1705,万円
貯蓄,900～1000万円,2020000709,1769,万円
貯蓄,900～1000万円,2020001012,1922,万円
貯蓄,900～1000万円,2021000103,2364,万円
貯蓄,900～1000万円,2021000406,2452,万円
貯蓄,900～1000万円,2021000709,1996,万円
貯蓄,900～1000万円,2021001012,2012,万円
貯蓄,900～1000万円,2022000103,2101,万円
貯蓄,900～1000万円,2022000406,2163,万円
貯蓄,900～1000万円,2022000709,2221,万円
貯蓄,900～1000万円,2022001012,2223,万円
貯蓄,900～1000万円,2023000103,2444,万円
貯蓄,900～1000万円,2023000406,2263,万円
貯蓄,900～1000万円,2023000709,2196,万円
貯蓄,900～1000万円,2023001012,2097,万円
貯蓄,900～1000万円,2024000103,1960,万円
貯蓄,900～1000万円,2024000406,1876,万円
貯蓄,900～1000万円,2024000709,2051,万円
貯蓄,900～1000万円,2024001012,2116,万円
貯蓄,900～1000万円,2025000103,1851,万円
貯蓄,900～1000万円,2025000406,1913,万円
貯蓄,900～1000万円,2025000709,2115,万円
貯蓄,900～1000万円,2025001012,2061,万円
貯蓄,1000～1250万円,2002000103,2147,万円
貯蓄,1000～1250万円,2002000406,2101,万円
貯蓄,1000～1250万円,2002000709,2067,万円
貯蓄,1000～1250万円,2002001012,2055,万円
貯蓄,1000～1250万円,2003000103,2041,万円
貯蓄,1000～1250万円,2003000406,2252,万円
貯蓄,1000～1250万円,2003000709,2625,万円
貯蓄,1000～1250万円,2003001012,2447,万円
貯蓄,1000～1250万円,2004000103,2125,万円
貯蓄,1000～1250万円,2004000406,2162,万円
貯蓄,1000～1250万円,2004000709,2169,万円
貯蓄,1000～1250万円,2004001012,2256,万円
貯蓄,1000～1250万円,2005000103,2471,万円
貯蓄,1000～1250万円,2005000406,2319,万円
貯蓄,1000～1250万円,2005000709,2368,万円
貯蓄,1000～1250万円,2005001012,2283,万円
貯蓄,1000～1250万円,2006000103,2161,万円
貯蓄,1000～1250万円,2006000406,2285,万円
貯蓄,1000～1250万円,2006000709,2296,万円
貯蓄,1000～1250万円,2006001012,2283,万円
貯蓄,1000～1250万円,2007000103,2223,万円
貯蓄,1000～1250万円,2007000406,2445,万円
貯蓄,1000～1250万円,2007000709,2505,万円
貯蓄,1000～1250万円,2007001012,2135,万円
貯蓄,1000～1250万円,2008000103,2157,万円
貯蓄,1000～1250万円,2008000406,2525,万円
貯蓄,1000～1250万円,2008000709,2218,万円
貯蓄,1000～1250万円,2008001012,1948,万円
貯蓄,1000～1250万円,2009000103,2097,万円
貯蓄,1000～1250万円,2009000406,2143,万円
貯蓄,1000～1250万円,2009000709,2229,万円
貯蓄,1000～1250万円,2009001012,2342,万円
貯蓄,1000～1250万円,2010000103,2260,万円
貯蓄,1000～1250万円,2010000406,2151,万円
貯蓄,1000～1250万円,2010000709,2303,万円
貯蓄,1000～1250万円,2010001012,2622,万円
貯蓄,1000～1250万円,2011000103,2679,万円
貯蓄,1000～1250万円,2011000406,2591,万円
貯蓄,1000～1250万円,2011000709,2429,万円
貯蓄,1000～1250万円,2011001012,2293,万円
貯蓄,1000～1250万円,2012000103,2389,万円
貯蓄,1000～1250万円,2012000406,2597,万円
貯蓄,1000～1250万円,2012000709,2564,万円
貯蓄,1000～1250万円,2012001012,2227,万円
貯蓄,1000～1250万円,2013000103,1982,万円
貯蓄,1000～1250万円,2013000406,1981,万円
貯蓄,1000～1250万円,2013000709,1988,万円
貯蓄,1000～1250万円,2013001012,2041,万円
貯蓄,1000～1250万円,2014000103,2442,万円
貯蓄,1000～1250万円,2014000406,2792,万円
貯蓄,1000～1250万円,2014000709,2581,万円
貯蓄,1000～1250万円,2014001012,2313,万円
貯蓄,1000～1250万円,2015000103,2498,万円
貯蓄,1000～1250万円,2015000406,2592,万円
貯蓄,1000～1250万円,2015000709,2428,万円
